route_id,source,destination,variant,traffic_distance_m,traffic_duration_min,temp,tempmin,tempmax,humidity,windspeed,conditions,is_weekend,traffic_pressure,traffic_efficiency,day_of_week,hour_of_day
12,Hyderabad,Secunderabad,C,8444.14,14.085,22.75,19.3,24.29,77.27,6.74,1,0,7.506,0.599505,1,4
55,Secunderabad,Gachibowli,A,16924.87,22.883,30.38,27.28,31.8,71.86,3.76,1,0,3.245,0.739618,1,17
58,Secunderabad,Begumpet,A,17291.57,23.33,29.5,24.57,32.76,81.2,3.4,0,0,2.59,0.741172,2,7
33,Gachibowli,Madhapur,C,14064.32,44.157,32.28,27.5,36.06,40.44,13.83,1,0,16.954,0.318505,4,7
9,Hyderabad,Banjara Hills,C,7668.46,17.012,27.91,24.05,29.45,82.11,9.45,2,1,11.98,0.450758,7,3
70,Uppal,Financial District,A,20406.62,33.346,29.75,26.58,32.45,71.68,4.3,1,0,3.268,0.611966,2,14
119,Airport,Gachibowli,B,31967.52,64.24,26.11,22.43,29.63,87.98,9.89,1,0,6.029,0.497627,1,22
14,Hyderabad,Begumpet,B,8375.71,12.074,27.61,22.61,29.93,49.37,3.96,0,0,3.46,0.693687,3,21
61,Uppal,Hitech City,A,17604.46,22.353,25.07,21.36,26.91,68.58,14.98,1,0,2.539,0.787583,5,11
22,Hyderabad,LB Nagar,A,9378.73,14.087,32.77,28.92,36.55,78.37,3.69,0,0,2.403,0.665793,3,21
77,Madhapur,Airport,B,23471.48,67.809,24.62,21.98,28.32,64.34,11.08,1,0,10.4,0.346143,3,20
73,Madhapur,Jubilee Hills,A,20469.7,25.701,28.39,25.72,31.5,56.42,3.19,0,1,2.009,0.796464,7,14
42,Gachibowli,Kondapur,C,17277.07,49.458,23.97,20.85,26.5,50.15,6.93,0,1,10.305,0.34933,6,14
63,Uppal,Hitech City,C,23095.14,56.912,31.47,25.75,34.97,69.25,3.49,0,0,8.871,0.405808,4,4
127,Jubilee Hills,Banjara Hills,A,32514.54,41.923,34.22,28.42,38.0,52.47,15.78,1,0,2.579,0.775581,2,6
38,Gachibowli,Airport,B,14237.77,30.768,29.9,24.2,33.46,73.78,4.19,1,0,7.78,0.462752,2,8
100,LB Nagar,Banjara Hills,A,26552.9,35.105,26.42,21.93,29.32,50.52,2.69,1,1,3.173,0.756383,6,8
87,KPHB,Hitech City,C,27967.15,70.731,25.42,21.15,27.56,66.9,11.58,1,0,11.381,0.395403,4,12
66,Uppal,Gachibowli,C,21751.76,91.222,26.25,21.38,30.06,70.57,2.26,1,0,22.646,0.238449,1,20
24,Hyderabad,LB Nagar,C,11883.78,60.241,34.99,29.66,36.02,60.56,2.37,2,0,32.848,0.19727,2,18
36,Gachibowli,Banjara Hills,C,15374.5,52.762,34.47,30.88,38.44,51.99,10.18,3,0,21.62,0.291395,3,14
51,Secunderabad,Kukatpally,C,19085.39,57.603,29.75,24.16,32.52,71.34,8.21,1,0,13.582,0.331325,5,1
19,Hyderabad,Uppal,A,8911.82,9.611,25.82,21.11,27.17,45.28,4.74,1,1,2.157,0.927281,6,21
1,Hyderabad,Gachibowli,A,5102.15,7.493,28.22,23.67,31.88,60.92,7.45,1,0,2.937,0.680891,1,6
128,Jubilee Hills,Banjara Hills,B,34784.14,69.971,27.88,25.67,29.92,67.61,2.15,0,0,4.828,0.497125,2,0
1,Hyderabad,Gachibowli,A,4853.87,8.054,28.47,26.28,29.97,77.46,2.98,1,0,3.319,0.602628,5,11
73,Madhapur,Jubilee Hills,A,20625.34,27.688,33.53,30.69,35.82,37.07,5.58,1,1,2.685,0.744929,6,2
37,Gachibowli,Airport,A,12258.23,15.478,30.82,26.04,33.81,74.14,0.84,1,1,3.03,0.791995,6,17
62,Uppal,Hitech City,B,19129.85,38.116,28.5,23.88,32.17,79.55,3.49,1,0,5.977,0.501883,2,15
6,Hyderabad,Madhapur,C,6698.86,15.762,33.08,28.69,34.69,43.78,9.44,1,0,10.588,0.425005,5,3
28,Hyderabad,Hitech City,A,10686.14,11.769,24.81,19.4,25.96,68.47,4.06,0,0,1.762,0.908003,1,22
59,Secunderabad,Begumpet,B,17837.81,29.552,25.35,20.1,26.7,58.95,3.09,1,1,4.97,0.603614,7,1
22,Hyderabad,LB Nagar,A,9502.12,14.202,33.67,28.14,37.35,53.0,10.27,3,0,4.185,0.66906,5,14
39,Gachibowli,Airport,C,15479.81,58.871,23.62,19.77,24.8,54.06,5.51,0,0,16.429,0.262944,3,7
83,Madhapur,KPHB,B,23350.73,54.134,33.99,28.34,37.55,69.16,11.24,0,0,5.564,0.431351,2,21
62,Uppal,Hitech City,B,18996.07,41.266,24.19,18.99,25.58,42.98,2.73,2,0,7.82,0.460333,1,4
4,Hyderabad,Madhapur,A,5483.81,7.855,30.67,27.18,33.74,73.01,4.27,0,1,2.75,0.698151,6,7
89,KPHB,Begumpet,B,25479.05,58.886,33.09,27.8,36.0,54.75,0.2,0,0,5.547,0.432684,4,4
55,Secunderabad,Gachibowli,A,16875.9,21.185,31.23,28.74,33.4,52.12,8.08,2,1,3.013,0.796581,7,11
96,LB Nagar,Gachibowli,C,32153.14,91.51,31.85,27.78,35.13,78.02,10.7,0,0,12.295,0.351363,5,20
107,Dilsukhnagar,Hitech City,B,31101.57,68.547,29.74,26.94,32.8,86.82,4.17,1,0,7.934,0.453726,1,19
36,Gachibowli,Banjara Hills,C,15352.92,35.136,26.33,23.6,27.63,52.37,3.72,0,1,8.239,0.436955,6,3
66,Uppal,Gachibowli,C,21719.92,80.917,23.6,17.72,24.83,83.67,2.65,1,1,20.118,0.268421,6,7
113,Kondapur,Financial District,B,31471.11,63.111,30.19,27.66,32.19,47.84,6.49,2,0,7.219,0.498663,2,1
103,Dilsukhnagar,Airport,A,26045.2,38.521,24.26,21.32,27.74,43.41,6.06,0,0,2.84,0.676132,1,20
69,Uppal,Secunderabad,C,25144.84,69.878,33.47,31.16,36.54,75.93,7.5,1,1,12.506,0.35984,6,21
10,Hyderabad,Secunderabad,A,6862.19,7.346,34.72,31.0,37.83,75.19,7.34,0,0,2.055,0.934135,1,8
71,Uppal,Financial District,B,21341.2,47.377,35.39,29.54,37.41,87.55,5.51,0,0,6.394,0.450454,2,17
91,KPHB,Airport,A,24192.11,28.659,33.78,29.39,35.63,88.72,3.49,0,0,1.895,0.844137,3,6
122,Airport,Banjara Hills,B,34140.92,82.882,31.42,27.83,34.66,39.57,0.53,1,0,7.283,0.411923,2,2
12,Hyderabad,Secunderabad,C,8180.21,19.141,28.68,23.39,30.65,70.73,9.83,0,0,10.108,0.427363,5,8
74,Madhapur,Jubilee Hills,B,21294.02,43.97,26.18,20.99,29.74,87.61,1.22,0,0,4.956,0.484282,4,4
87,KPHB,Hitech City,C,27264.54,110.451,29.24,26.64,32.23,40.5,11.22,1,0,21.876,0.246848,5,10
121,Airport,Banjara Hills,A,30548.8,45.496,35.34,29.35,36.65,47.53,16.11,0,0,2.383,0.671465,4,4
13,Hyderabad,Begumpet,A,8083.71,10.809,32.77,28.48,34.44,63.15,8.15,0,0,2.139,0.747878,2,5
40,Gachibowli,Kondapur,A,13735.46,15.491,31.58,29.24,35.56,53.26,3.84,0,0,1.805,0.886663,4,13
20,Hyderabad,Uppal,B,9136.22,21.627,34.87,30.54,36.4,66.18,5.68,0,0,6.817,0.422442,4,8
60,Secunderabad,Begumpet,C,21764.45,58.659,23.96,19.1,25.6,59.43,5.86,0,0,9.703,0.371033,1,6
75,Madhapur,Jubilee Hills,C,26702.89,48.666,30.81,28.13,34.41,38.76,0.83,0,1,6.561,0.548701,7,16
88,KPHB,Begumpet,A,24335.81,38.008,23.84,21.46,27.77,50.1,3.49,1,0,3.748,0.640277,2,8
65,Uppal,Gachibowli,B,19912.33,56.601,24.97,19.51,27.91,53.67,9.65,0,0,8.187,0.351799,1,17
120,Airport,Gachibowli,C,34943.51,159.506,34.6,29.24,37.59,59.22,2.42,1,0,24.649,0.219074,2,20
49,Secunderabad,Kukatpally,A,15178.67,19.569,34.24,30.33,35.65,87.15,8.5,0,0,2.063,0.775652,1,6
2,Hyderabad,Gachibowli,B,5185.03,9.21,28.56,23.39,30.91,46.77,5.75,2,0,6.395,0.562977,5,0
78,Madhapur,Airport,C,24958.04,74.725,35.98,32.97,39.0,47.2,10.62,0,0,12.934,0.334,4,8
5,Hyderabad,Madhapur,B,5841.96,11.38,30.56,28.08,34.33,44.44,7.55,0,0,5.61,0.513343,5,19
75,Madhapur,Jubilee Hills,C,27063.34,79.156,24.35,22.02,26.79,82.73,8.29,0,0,12.635,0.3419,4,18
20,Hyderabad,Uppal,B,9481.66,16.611,25.37,22.36,28.73,71.63,2.97,0,0,4.205,0.570793,2,2
38,Gachibowli,Airport,B,14412.43,28.109,34.09,32.06,35.11,85.14,6.47,1,0,7.021,0.512742,1,9
47,Secunderabad,Hitech City,B,16004.59,26.845,35.3,30.23,36.65,52.81,12.25,0,0,4.026,0.596184,4,11
81,Madhapur,BHEL,C,26829.33,86.062,26.1,23.25,28.63,83.08,12.54,0,0,11.548,0.311744,1,21
89,KPHB,Begumpet,B,25490.44,68.366,26.26,23.74,28.12,51.87,1.0,0,0,7.724,0.372854,3,8
104,Dilsukhnagar,Airport,B,30160.56,72.101,26.56,22.16,29.84,54.68,5.52,2,0,10.327,0.418313,3,18
56,Secunderabad,Gachibowli,B,17696.13,50.179,34.18,30.23,35.77,60.78,12.4,0,0,8.167,0.352657,3,10
115,Kondapur,Jubilee Hills,A,28903.88,34.521,23.23,21.17,24.97,86.76,5.94,1,0,2.389,0.837291,3,0
8,Hyderabad,Banjara Hills,B,6353.65,20.046,33.15,27.21,34.92,44.15,10.68,0,0,9.087,0.316953,3,9
60,Secunderabad,Begumpet,C,21421.07,59.743,30.17,25.59,33.97,63.08,4.52,1,0,12.55,0.358553,2,0
104,Dilsukhnagar,Airport,B,30437.21,69.275,32.22,26.51,34.25,72.51,1.98,0,0,6.555,0.439369,5,17
5,Hyderabad,Madhapur,B,5807.84,10.396,33.64,29.13,35.77,49.33,7.79,1,1,6.444,0.558661,7,10
17,Hyderabad,Kukatpally,B,8344.62,18.602,24.8,20.69,26.01,54.71,11.13,0,1,6.42,0.448587,7,17
89,KPHB,Begumpet,B,25366.2,71.882,29.51,25.16,32.39,47.85,1.5,1,0,10.202,0.352889,5,7
90,KPHB,Begumpet,C,30651.44,80.842,27.6,23.18,31.49,60.43,5.05,1,0,11.869,0.379152,3,3
119,Airport,Gachibowli,B,31970.16,64.334,32.28,28.5,34.41,40.98,6.89,2,1,7.244,0.496937,7,13
73,Madhapur,Jubilee Hills,A,20560.17,33.185,26.84,23.81,28.33,84.84,6.19,3,0,5.423,0.619554,1,7
35,Gachibowli,Banjara Hills,B,12047.32,24.896,27.33,22.15,28.65,51.06,3.92,0,0,5.952,0.483901,4,20
57,Secunderabad,Gachibowli,C,20488.44,86.281,33.4,28.48,34.75,90.37,8.88,1,0,22.74,0.237462,2,8
73,Madhapur,Jubilee Hills,A,20435.24,32.288,32.98,29.7,35.67,50.48,0.6,2,0,3.792,0.632901,1,6
25,Hyderabad,Dilsukhnagar,A,9761.01,10.668,24.98,22.58,27.65,52.71,3.09,0,0,1.749,0.914963,4,6
68,Uppal,Secunderabad,B,19910.49,37.614,25.13,21.48,27.81,73.93,5.7,1,0,5.667,0.529341,3,5
36,Gachibowli,Banjara Hills,C,15215.31,37.367,32.54,30.19,36.22,72.88,5.76,0,0,8.841,0.407191,1,11
2,Hyderabad,Gachibowli,B,5257.07,7.587,34.03,29.86,36.15,69.74,2.56,0,0,3.464,0.692887,1,16
106,Dilsukhnagar,Hitech City,A,28620.01,33.382,28.13,24.52,29.75,62.75,5.44,0,0,1.866,0.857346,3,6
116,Kondapur,Jubilee Hills,B,32830.84,83.813,34.25,30.0,36.43,49.91,7.46,1,0,7.659,0.391717,5,21
61,Uppal,Hitech City,A,17708.2,20.938,36.84,33.68,38.86,78.4,7.97,0,0,1.892,0.845734,2,1
116,Kondapur,Jubilee Hills,B,33087.97,100.304,27.27,24.51,30.15,81.3,4.07,1,0,10.913,0.329877,4,8
91,KPHB,Airport,A,24323.59,33.265,29.82,23.85,32.16,81.27,3.21,1,0,2.735,0.731197,5,14
81,Madhapur,BHEL,C,27404.11,82.627,26.7,21.41,27.71,65.58,1.4,0,0,10.855,0.331659,1,23
72,Uppal,Financial District,C,24949.12,59.114,29.03,26.13,30.9,75.88,10.15,0,0,8.53,0.422053,1,13
66,Uppal,Gachibowli,C,21454.66,74.313,31.12,26.37,34.43,81.8,4.54,0,1,14.963,0.288705,7,20
54,Secunderabad,Banjara Hills,C,19835.81,48.76,24.54,20.97,26.16,79.01,5.85,1,1,11.062,0.406803,6,22
132,Jubilee Hills,Kondapur,C,34859.13,72.992,35.06,31.28,38.36,53.87,1.77,0,0,7.538,0.477574,3,12
1,Hyderabad,Gachibowli,A,5045.0,7.705,28.11,25.31,31.71,78.33,1.35,3,0,4.277,0.654735,1,2
4,Hyderabad,Madhapur,A,5645.26,7.778,24.72,19.79,27.02,77.13,11.47,0,0,2.204,0.725843,3,0
30,Hyderabad,Hitech City,C,12556.92,46.694,33.35,29.86,34.54,62.45,12.55,0,0,16.064,0.268921,2,19
1,Hyderabad,Gachibowli,A,5062.15,7.353,28.38,25.21,31.46,80.11,5.81,0,0,2.789,0.688445,5,7
100,LB Nagar,Banjara Hills,A,26525.83,38.215,28.49,24.38,31.12,69.4,5.05,0,0,2.766,0.694118,3,7
76,Madhapur,Airport,A,21563.26,34.416,32.87,27.22,34.81,76.74,12.36,3,0,4.469,0.626539,2,1
111,Dilsukhnagar,Gachibowli,C,32205.66,97.332,32.14,27.45,34.1,42.93,5.92,0,0,10.88,0.330884,2,2
119,Airport,Gachibowli,B,32039.46,64.196,23.01,18.83,26.71,47.71,1.08,0,0,4.809,0.49909,1,0
14,Hyderabad,Begumpet,B,8155.8,12.068,23.48,17.83,24.86,43.25,1.58,0,1,3.551,0.675796,7,21
91,KPHB,Airport,A,24384.87,30.044,32.05,27.4,35.85,66.77,4.44,0,0,1.971,0.811643,4,4
5,Hyderabad,Madhapur,B,5902.24,8.384,29.4,23.61,31.14,75.5,11.65,1,1,4.261,0.703982,7,1
27,Hyderabad,Dilsukhnagar,C,12434.11,22.926,31.01,26.89,32.14,61.25,8.12,0,0,6.638,0.542365,4,16
83,Madhapur,KPHB,B,23265.48,53.204,32.69,27.67,34.57,63.56,15.15,1,0,6.86,0.437288,4,21
8,Hyderabad,Banjara Hills,B,6622.71,16.368,22.66,17.91,25.37,55.45,2.01,1,0,7.414,0.404621,5,0
66,Uppal,Gachibowli,C,21626.31,74.689,33.98,29.14,35.04,43.58,7.53,3,1,21.758,0.289552,6,13
10,Hyderabad,Secunderabad,A,6821.24,7.155,28.76,22.87,31.72,52.85,4.57,2,0,2.518,0.953305,2,5
79,Madhapur,BHEL,A,22216.04,32.146,28.35,25.69,30.64,69.03,5.1,1,0,2.894,0.691107,5,12
51,Secunderabad,Kukatpally,C,18881.19,55.369,34.07,31.73,35.08,45.69,5.93,0,0,10.557,0.341009,1,3
12,Hyderabad,Secunderabad,C,8325.42,14.369,32.69,28.1,35.7,70.75,4.44,1,0,7.767,0.579383,1,11
117,Kondapur,Jubilee Hills,C,34242.08,78.898,28.56,23.62,30.45,67.79,3.54,2,0,12.442,0.434002,3,21
31,Gachibowli,Madhapur,A,11720.18,15.705,26.41,21.49,27.88,95.11,12.6,0,0,2.144,0.746248,4,1
77,Madhapur,Airport,B,23449.68,73.4,30.68,26.57,32.44,81.97,6.4,1,0,11.268,0.31948,2,10
132,Jubilee Hills,Kondapur,C,35034.56,62.521,28.43,24.02,29.76,45.71,4.05,0,1,6.424,0.560363,6,5
101,LB Nagar,Banjara Hills,B,27585.35,48.065,27.46,21.51,29.5,39.13,2.91,1,0,5.227,0.573923,2,13
37,Gachibowli,Airport,A,11990.3,14.892,23.89,21.46,25.76,74.34,5.8,0,0,1.987,0.805162,4,4
58,Secunderabad,Begumpet,A,17323.87,19.518,31.0,25.53,32.1,56.66,8.28,1,1,2.253,0.887564,6,13
19,Hyderabad,Uppal,A,8782.08,10.375,27.11,24.02,29.79,58.89,6.05,2,0,2.835,0.846472,2,2
17,Hyderabad,Kukatpally,B,8498.18,15.276,25.69,23.61,26.95,66.07,1.9,1,0,5.393,0.556323,1,23
105,Dilsukhnagar,Airport,C,31933.23,71.801,26.67,20.82,28.17,50.02,0.56,0,1,8.094,0.444747,6,6
107,Dilsukhnagar,Hitech City,B,30934.96,52.324,32.76,29.93,34.26,80.68,13.29,0,1,4.059,0.591218,7,14
92,KPHB,Airport,B,27368.07,49.084,22.8,16.99,26.34,49.32,8.42,1,0,5.38,0.557581,4,22
122,Airport,Banjara Hills,B,33760.45,69.042,25.16,20.27,27.17,88.27,12.14,0,0,4.908,0.488985,1,16
11,Hyderabad,Secunderabad,B,7535.07,18.704,29.75,27.53,32.82,70.83,0.19,0,1,7.149,0.402854,7,9
70,Uppal,Financial District,A,20522.35,29.967,22.32,20.29,23.6,44.13,4.45,0,0,2.336,0.684839,5,1
102,LB Nagar,Banjara Hills,C,33244.11,84.602,27.91,23.45,30.21,69.05,2.74,0,1,10.994,0.392949,6,17
88,KPHB,Begumpet,A,24239.53,32.837,32.11,29.73,33.79,60.98,6.22,1,1,2.709,0.73817,6,23
63,Uppal,Hitech City,C,22925.06,60.906,31.12,26.35,34.82,59.97,5.29,0,0,9.564,0.376398,1,12
33,Gachibowli,Madhapur,C,13937.88,34.33,33.52,30.49,35.78,44.25,2.04,1,0,11.084,0.405999,1,15
42,Gachibowli,Kondapur,C,17078.14,55.101,32.61,29.29,35.72,53.74,3.99,0,0,11.615,0.309942,1,11
103,Dilsukhnagar,Airport,A,25985.55,41.576,24.74,19.66,27.9,52.33,10.06,2,0,4.608,0.62502,2,20
82,Madhapur,KPHB,A,23417.69,36.81,28.09,25.05,31.5,76.28,14.81,2,0,4.527,0.636178,2,17
121,Airport,Banjara Hills,A,30185.58,47.205,35.14,30.39,38.6,65.66,3.71,0,0,3.003,0.63946,3,19
58,Secunderabad,Begumpet,A,17353.21,20.77,25.39,22.08,28.82,71.38,0.93,2,0,2.873,0.83549,1,5
2,Hyderabad,Gachibowli,B,5151.04,9.153,24.46,18.93,27.9,71.14,4.67,0,0,5.118,0.562769,1,17
111,Dilsukhnagar,Gachibowli,C,32174.5,105.576,24.69,20.55,27.05,53.44,5.43,2,0,17.719,0.304753,2,15
92,KPHB,Airport,B,27360.88,43.488,30.13,26.2,33.24,88.26,3.21,0,0,3.815,0.629153,3,21
7,Hyderabad,Banjara Hills,A,6035.2,7.695,30.82,27.49,32.15,71.89,7.84,1,0,2.55,0.784279,4,5
109,Dilsukhnagar,Gachibowli,A,27884.45,38.052,33.92,31.47,35.91,75.47,0.54,0,0,2.183,0.732804,2,5
14,Hyderabad,Begumpet,B,8093.76,12.142,27.76,24.63,30.0,62.98,5.64,1,1,4.5,0.666596,6,22
126,Airport,Madhapur,C,35471.78,71.545,30.4,27.59,33.74,57.96,6.54,1,0,9.076,0.495797,4,23
102,LB Nagar,Banjara Hills,C,32865.43,90.021,32.68,29.37,36.27,65.09,5.66,0,0,11.833,0.365085,2,7
39,Gachibowli,Airport,C,14998.15,41.139,28.25,25.61,29.68,48.74,7.91,0,0,9.875,0.364568,3,0
24,Hyderabad,LB Nagar,C,11541.1,39.668,25.93,21.8,27.08,89.9,9.55,2,0,18.561,0.290939,2,3
41,Gachibowli,Kondapur,B,13795.47,34.634,24.31,20.37,25.98,38.41,9.68,0,1,7.23,0.398322,7,17
103,Dilsukhnagar,Airport,A,26298.58,38.888,29.72,25.34,32.92,75.28,3.05,1,0,3.549,0.676272,4,8
51,Secunderabad,Kukatpally,C,18617.39,73.413,33.91,30.04,35.57,40.47,3.77,1,1,21.294,0.253597,6,19
62,Uppal,Hitech City,B,19246.71,34.054,26.89,24.72,29.31,57.66,5.8,0,1,4.246,0.565179,7,6
16,Hyderabad,Kukatpally,A,8340.61,12.262,34.69,31.72,35.87,55.38,3.48,0,0,2.823,0.680223,5,9
34,Gachibowli,Banjara Hills,A,12010.7,12.721,33.32,30.29,36.85,82.44,0.2,2,1,3.05,0.944194,6,17
126,Airport,Madhapur,C,35670.91,112.22,27.86,23.83,31.79,50.22,6.86,2,0,20.386,0.317866,5,17
123,Airport,Banjara Hills,C,34883.78,138.183,28.89,24.1,31.01,52.37,7.76,0,0,17.113,0.252446,4,20
11,Hyderabad,Secunderabad,B,7362.02,16.035,30.07,27.09,31.07,85.81,2.04,0,0,5.227,0.459136,4,2
128,Jubilee Hills,Banjara Hills,B,34787.49,103.989,33.2,30.95,35.07,63.59,2.73,2,0,12.914,0.334532,2,8
19,Hyderabad,Uppal,A,8738.14,10.026,23.4,19.26,27.27,68.63,1.55,2,0,2.754,0.871532,1,2
54,Secunderabad,Banjara Hills,C,20443.22,50.194,27.31,21.6,30.98,44.16,0.82,0,0,8.839,0.407284,1,2
73,Madhapur,Jubilee Hills,A,20347.9,25.171,22.45,20.41,25.44,44.23,2.79,0,0,1.979,0.808391,3,3
84,Madhapur,KPHB,C,26879.84,62.206,34.08,28.68,35.27,52.32,10.28,1,0,10.414,0.432113,4,2
97,LB Nagar,Hitech City,A,26156.44,40.687,32.89,30.17,36.51,42.6,6.74,0,0,2.489,0.642863,2,23
124,Airport,Madhapur,A,31001.11,37.868,27.24,23.64,30.78,39.93,9.17,0,1,1.954,0.81867,6,3
20,Hyderabad,Uppal,B,9215.96,18.034,24.88,21.08,26.0,85.78,4.42,2,0,7.044,0.51104,2,16
13,Hyderabad,Begumpet,A,8050.53,12.442,34.75,29.69,36.89,49.23,9.2,3,1,5.193,0.647034,6,10
109,Dilsukhnagar,Gachibowli,A,27897.51,39.664,32.58,29.22,35.68,48.16,3.97,0,0,2.275,0.703343,4,12
106,Dilsukhnagar,Hitech City,A,28923.58,35.811,33.0,28.79,35.68,39.96,9.49,0,0,1.981,0.807672,4,21
42,Gachibowli,Kondapur,C,17096.1,75.357,26.25,20.72,30.05,64.54,7.43,0,0,19.042,0.226867,5,19
52,Secunderabad,Banjara Hills,A,15861.39,22.373,29.14,23.59,30.17,90.38,4.28,0,1,2.708,0.708939,7,20
45,Gachibowli,Financial District,C,16959.66,53.973,31.79,26.55,33.21,50.7,8.32,0,0,11.457,0.314225,2,1
79,Madhapur,BHEL,A,22227.51,29.776,33.51,28.01,35.24,67.4,7.43,0,0,2.143,0.746493,1,4
120,Airport,Gachibowli,C,35036.46,166.621,26.79,21.06,28.01,65.23,5.72,2,1,30.817,0.210276,7,17
81,Madhapur,BHEL,C,26894.35,76.18,32.18,29.26,34.18,89.01,7.29,0,0,10.197,0.353037,3,13
43,Gachibowli,Financial District,A,14926.84,22.489,25.09,22.72,28.41,42.48,6.38,1,0,3.616,0.66373,5,9
50,Secunderabad,Kukatpally,B,16848.16,37.628,26.35,21.56,29.86,80.35,5.74,0,0,5.36,0.447753,2,14
32,Gachibowli,Madhapur,B,11621.22,26.155,34.99,29.2,38.52,86.82,2.18,0,0,5.401,0.444326,5,16
95,LB Nagar,Gachibowli,B,26332.09,42.939,23.16,18.94,24.47,45.78,1.76,2,1,5.87,0.613249,7,21
103,Dilsukhnagar,Airport,A,26320.2,36.995,28.74,23.19,29.92,43.53,3.42,3,1,3.936,0.711452,7,13
99,LB Nagar,Hitech City,C,30239.18,78.079,24.5,19.23,26.23,73.04,12.34,0,1,11.154,0.387289,7,10
116,Kondapur,Jubilee Hills,B,32751.23,116.264,31.64,26.49,35.4,66.46,6.4,2,0,15.336,0.281696,1,8
83,Madhapur,KPHB,B,23348.49,53.732,28.15,24.46,29.49,41.15,7.27,0,0,5.523,0.43454,5,5
38,Gachibowli,Airport,B,14382.19,30.645,34.15,30.94,36.5,55.22,3.23,0,0,6.137,0.469321,1,20
96,LB Nagar,Gachibowli,C,32146.43,57.107,33.78,29.3,36.58,82.4,6.08,1,0,7.994,0.562914,3,16
131,Jubilee Hills,Kondapur,B,34683.25,84.023,33.83,31.32,35.54,69.34,8.59,0,0,6.977,0.412782,3,8
19,Hyderabad,Uppal,A,8604.6,12.23,29.88,27.78,31.93,64.19,14.9,1,0,3.411,0.703557,2,20
92,KPHB,Airport,B,27190.54,42.032,27.77,24.95,29.31,73.92,7.72,1,1,4.638,0.646898,6,5
27,Hyderabad,Dilsukhnagar,C,12171.31,31.292,32.76,28.94,34.31,89.66,10.12,0,0,11.107,0.388958,4,8
63,Uppal,Hitech City,C,23115.27,96.854,23.85,20.13,27.54,66.01,5.29,1,0,22.626,0.238662,3,9
92,KPHB,Airport,B,27269.08,46.67,32.23,28.16,36.03,52.64,8.31,1,0,5.134,0.58429,1,0
40,Gachibowli,Kondapur,A,13743.15,15.682,35.42,29.63,38.44,75.71,7.26,1,0,2.282,0.876338,2,4
56,Secunderabad,Gachibowli,B,17535.47,50.94,32.33,26.37,35.67,55.37,14.52,3,0,12.201,0.344235,1,0
28,Hyderabad,Hitech City,A,10635.45,12.583,32.05,29.2,33.67,65.3,4.9,0,0,2.272,0.845198,4,9
49,Secunderabad,Kukatpally,A,15097.59,20.503,34.06,28.7,36.6,83.01,5.49,0,0,2.607,0.736343,3,19
91,KPHB,Airport,A,24016.35,32.03,30.54,26.23,33.83,84.21,1.24,1,0,2.667,0.749815,2,13
64,Uppal,Gachibowli,A,19023.29,30.653,29.12,24.83,32.92,83.25,7.97,0,1,2.578,0.620592,7,3
43,Gachibowli,Financial District,A,14996.12,19.95,22.42,19.73,25.18,57.8,7.53,3,0,3.725,0.751697,1,2
49,Secunderabad,Kukatpally,A,15395.32,19.97,28.29,23.61,31.57,65.87,5.45,2,0,3.113,0.770924,2,16
74,Madhapur,Jubilee Hills,B,21105.57,58.02,31.44,27.01,32.73,64.21,12.92,0,0,7.917,0.363767,2,18
127,Jubilee Hills,Banjara Hills,A,32527.01,40.036,32.52,27.92,35.12,45.86,5.84,3,1,3.446,0.812447,6,14
92,KPHB,Airport,B,27465.58,46.405,36.3,32.44,39.39,80.91,3.58,1,0,5.069,0.591869,2,0
16,Hyderabad,Kukatpally,A,8204.35,11.872,28.21,23.29,29.97,51.91,2.15,2,0,4.168,0.69104,5,19
41,Gachibowli,Kondapur,B,14437.56,29.271,33.51,29.44,36.69,42.72,10.46,2,1,7.299,0.493235,6,22
107,Dilsukhnagar,Hitech City,B,30750.77,48.412,26.72,23.47,28.13,69.76,0.46,1,1,4.723,0.635194,6,2
22,Hyderabad,LB Nagar,A,9487.95,16.275,33.94,28.34,37.46,64.36,13.52,3,0,5.764,0.582964,3,7
80,Madhapur,BHEL,B,24741.53,58.045,32.11,26.85,34.01,45.97,2.79,1,0,7.038,0.42625,3,0
67,Uppal,Secunderabad,A,19244.44,32.199,34.99,30.49,36.23,78.84,8.11,0,1,3.212,0.597678,7,19
11,Hyderabad,Secunderabad,B,7358.44,14.339,34.18,29.52,37.76,88.03,9.98,0,1,4.677,0.513189,6,11
23,Hyderabad,LB Nagar,B,9731.12,20.046,30.24,27.71,31.54,89.16,2.69,1,1,6.18,0.485428,7,4
60,Secunderabad,Begumpet,C,21420.81,58.232,32.01,26.58,35.65,49.42,6.26,1,0,12.233,0.367854,2,14
4,Hyderabad,Madhapur,A,5737.79,7.808,29.36,26.0,30.55,51.42,5.85,1,1,3.266,0.734892,7,20
7,Hyderabad,Banjara Hills,A,5800.1,7.414,33.09,29.79,34.8,87.46,14.63,1,0,2.557,0.782312,2,16
113,Kondapur,Financial District,B,31415.88,71.76,28.78,23.52,32.74,48.88,8.1,3,0,9.594,0.437791,3,2
63,Uppal,Hitech City,C,23268.66,61.833,33.94,29.2,37.86,60.63,10.75,2,1,14.35,0.376315,7,11
