source,destination,route_id,traffic_distance_m,traffic_duration_min,temp,tempmin,tempmax,humidity,windspeed,conditions,is_weekend,traffic_pressure,traffic_efficiency,day_of_week
Hyderabad,Kompally,2.0,0.663871,1.442366,0.357244,0.305085,0.333333,0.606539,0.25292,1.0,0,1.234527,0.693305,1
Hyderabad,Kompally,2.0,0.709003,0.836725,0.506621,0.508475,0.424242,0.620051,0.089698,1.0,1,0.74228,1.195134,6
Hyderabad,Kompally,2.0,0.678957,1.268381,0.752847,0.661017,0.757576,0.533283,0.11643,1.0,0,1.088408,0.788406,1
Hyderabad,Kompally,2.0,0.695662,0.701968,0.67237,0.559322,0.818182,0.2761,0.12383,0.0,1,0.573571,1.424565,7
Hyderabad,Kompally,2.0,0.685915,0.858434,0.567089,0.474576,0.69697,0.397811,0.103175,1.0,1,0.741476,1.164911,6
Hyderabad,Kompally,2.0,0.722311,1.351155,0.719614,0.59322,0.909091,0.463009,0.102712,1.0,0,1.250337,0.740107,1
Hyderabad,Kompally,2.0,0.654246,1.048195,0.826777,0.79661,0.818182,0.432344,0.140102,1.0,0,0.970881,0.95402,5
Hyderabad,Kompally,2.0,0.68057,1.386733,0.827871,1.0,0.393939,0.598093,0.233034,0.5,0,1.286421,0.721119,1
Hyderabad,Kompally,2.0,0.708754,1.275325,0.689998,0.779661,0.393939,0.664337,0.490834,0.5,0,1.111194,0.784113,2
Hyderabad,Kompally,2.0,0.68208,1.15482,0.812043,0.813559,0.757576,0.325477,0.648304,1.0,0,1.033509,0.865935,3
Hyderabad,Kompally,2.0,0.660479,0.748627,0.521806,0.661017,0.363636,0.149006,0.918688,0.5,1,0.75707,1.335777,7
Hyderabad,Kompally,2.0,0.655454,1.141667,0.523968,0.559322,0.484848,0.122496,0.718467,1.0,0,1.126071,0.875912,2
Hyderabad,Kompally,3.0,0.666777,0.693117,0.408583,0.237288,0.30303,0.588062,0.165091,0.0,1,0.639276,1.442756,7
Hyderabad,Kompally,3.0,0.670031,1.237394,0.254561,0.237288,0.212121,0.440062,0.126912,0.0,0,1.055287,0.80815,3
Hyderabad,Kompally,3.0,0.721767,0.808798,0.184733,0.254237,0.242424,0.477371,0.296737,1.0,1,0.763105,1.236401,6
Hyderabad,Kompally,3.0,0.703613,1.110066,0.341144,0.305085,0.333333,0.604417,0.212278,1.0,0,1.01012,0.900847,4
Hyderabad,Kompally,3.0,0.683636,1.082286,0.532713,0.508475,0.424242,0.649164,0.046798,1.0,0,0.884392,0.923969,5
Hyderabad,Kompally,3.0,0.681129,0.748547,0.725291,0.661017,0.757576,0.489735,0.0604,1.0,1,0.613587,1.33592,6
Hyderabad,Kompally,3.0,0.707416,0.996323,0.680825,0.559322,0.818182,0.375431,0.07965,0.0,0,0.905687,1.003689,5
Hyderabad,Kompally,3.0,0.689868,0.795247,0.579018,0.474576,0.69697,0.427189,0.146026,1.0,1,0.694834,1.257469,6
Hyderabad,Kompally,3.0,0.716235,1.087184,0.653409,0.59322,0.909091,0.445963,0.047152,1.0,0,0.939423,0.919807,3
Hyderabad,Kompally,3.0,0.711349,1.18621,0.862499,0.79661,0.818182,0.37835,0.190765,1.0,0,1.047983,0.84302,2
Hyderabad,Kompally,3.0,0.632029,0.844008,0.747355,1.0,0.393939,0.671948,0.20286,0.5,1,0.76614,1.184821,6
Hyderabad,Kompally,3.0,0.657935,0.647848,0.642166,0.779661,0.393939,0.512857,0.416138,0.5,1,0.630383,1.543569,7
Hyderabad,Kompally,3.0,0.672951,1.099447,0.754901,0.813559,0.757576,0.291619,0.692272,1.0,0,1.088924,0.909547,4
Hyderabad,Kompally,3.0,0.6677,1.247798,0.568294,0.661017,0.363636,0.154333,0.876159,0.5,0,1.167166,0.801411,4
Hyderabad,Kompally,3.0,0.600515,1.148783,0.485126,0.559322,0.484848,0.195206,0.703787,1.0,0,1.013975,0.870486,3
Hyderabad,Shamshabad,1.0,0.895107,0.816167,0.190441,0.101695,0.060606,0.787458,0.157579,0.0,0,0.765091,1.225237,2
Hyderabad,Shamshabad,1.0,0.89731,0.73095,0.017246,0.050847,0.0,0.85428,0.039812,0.0,0,0.654724,1.368082,5
Hyderabad,Shamshabad,1.0,0.857977,0.904377,0.016782,0.050847,0.090909,0.925852,0.321933,1.0,0,0.795098,1.105732,3
Hyderabad,Shamshabad,1.0,0.864656,0.879201,0.18218,0.118644,0.151515,0.826361,0.375191,1.0,0,0.782583,1.137396,3
Hyderabad,Shamshabad,1.0,0.925204,0.774983,0.244681,0.40678,0.151515,0.918145,0.244547,1.0,0,0.667373,1.290349,5
Hyderabad,Shamshabad,1.0,0.876531,0.814109,0.486936,0.542373,0.515152,0.878052,0.02301,1.0,0,0.694547,1.228336,3
Hyderabad,Shamshabad,1.0,0.902975,0.588019,0.443854,0.372881,0.666667,0.682485,0.0999,0.0,1,0.508976,1.700621,7
Hyderabad,Shamshabad,1.0,0.857371,0.871446,0.403663,0.271186,0.424242,0.733788,0.217529,1.0,0,0.765643,1.147517,3
Hyderabad,Shamshabad,1.0,0.84342,1.018238,0.522395,0.389831,0.666667,0.718938,0.125541,1.0,0,0.859106,0.982088,1
Hyderabad,Shamshabad,1.0,0.866044,0.79587,0.676035,0.711864,0.69697,0.693683,0.226891,1.0,0,0.73089,1.256485,3
Hyderabad,Shamshabad,1.0,0.902659,0.806212,0.599436,0.881356,0.060606,0.887315,0.343254,0.5,0,0.745558,1.240367,3
Hyderabad,Shamshabad,1.0,0.850317,0.684638,0.513565,0.644068,0.333333,0.87994,0.385225,0.5,1,0.57153,1.460623,6
Hyderabad,Shamshabad,1.0,0.898643,0.574096,0.711621,0.711864,0.787879,0.624092,0.726432,1.0,1,0.565022,1.741866,6
Hyderabad,Shamshabad,1.0,0.861371,0.797001,0.485826,0.610169,0.30303,0.226838,0.953504,0.5,0,0.86114,1.254702,2
Hyderabad,Shamshabad,1.0,0.857275,0.452321,0.443386,0.440678,0.515152,0.227362,0.604774,0.5,1,0.458647,2.210816,7
Hyderabad,Shamshabad,2.0,0.911039,0.585333,0.3576,0.101695,0.060606,0.736995,0.136832,0.0,1,0.489337,1.708425,7
Hyderabad,Shamshabad,2.0,0.904169,0.533318,0.0,0.050847,0.0,0.904754,0.038206,0.0,1,0.476125,1.875051,7
Hyderabad,Shamshabad,2.0,0.901612,0.913308,0.071578,0.050847,0.090909,0.887605,0.325564,1.0,0,0.84105,1.094919,4
Hyderabad,Shamshabad,2.0,0.872568,0.924209,0.098025,0.118644,0.151515,0.905042,0.374953,1.0,0,0.816143,1.082005,3
Hyderabad,Shamshabad,2.0,0.878685,0.947102,0.287074,0.40678,0.151515,0.902145,0.162175,1.0,0,0.798537,1.055851,3
Hyderabad,Shamshabad,2.0,0.891531,0.909512,0.484576,0.542373,0.515152,0.824136,0.107649,1.0,0,0.821749,1.099489,3
Hyderabad,Shamshabad,2.0,0.897163,0.541606,0.413116,0.372881,0.666667,0.626876,0.132632,0.0,1,0.453693,1.846357,7
Hyderabad,Shamshabad,2.0,0.902187,0.853596,0.300549,0.271186,0.424242,0.69174,0.153139,1.0,0,0.743971,1.171513,5
Hyderabad,Shamshabad,2.0,0.940525,0.97272,0.567928,0.389831,0.666667,0.746407,0.233594,1.0,0,0.817076,1.028044,1
Hyderabad,Shamshabad,2.0,0.926497,0.907911,0.732366,0.711864,0.69697,0.758238,0.113576,1.0,0,0.80807,1.101428,2
Hyderabad,Shamshabad,2.0,0.865314,1.072795,0.580883,0.881356,0.060606,0.869974,0.288848,0.5,0,0.975356,0.932143,1
Hyderabad,Shamshabad,2.0,0.909448,0.892489,0.510424,0.644068,0.333333,0.97009,0.511164,0.5,0,0.82181,1.120461,4
Hyderabad,Shamshabad,2.0,0.861498,0.860944,0.715958,0.711864,0.787879,0.581342,0.681456,1.0,0,0.908708,1.161515,3
Hyderabad,Shamshabad,2.0,0.943906,0.823914,0.523561,0.610169,0.30303,0.164788,0.866884,0.5,0,0.842405,1.213717,5
Hyderabad,Shamshabad,2.0,0.909352,0.924976,0.394658,0.440678,0.515152,0.119155,0.661911,0.5,0,0.958887,1.081107,4
Hyderabad,Shamshabad,3.0,0.900201,0.94705,0.184319,0.101695,0.060606,0.740146,0.157904,0.0,0,0.785176,1.055909,3
Hyderabad,Shamshabad,3.0,0.908483,0.636856,0.0983,0.050847,0.0,0.787453,0.092774,0.0,1,0.560389,1.570211,7
Hyderabad,Shamshabad,3.0,0.878984,0.94566,0.094121,0.050847,0.090909,0.93133,0.337591,1.0,0,0.828349,1.057461,5
Hyderabad,Shamshabad,3.0,0.909924,1.020087,0.152117,0.118644,0.151515,0.919129,0.302197,1.0,0,0.900255,0.980308,2
Hyderabad,Shamshabad,3.0,0.871599,0.896432,0.345131,0.40678,0.151515,0.907314,0.177002,1.0,0,0.746107,1.115532,3
Hyderabad,Shamshabad,3.0,0.872609,0.689209,0.468802,0.542373,0.515152,0.898302,0.028717,1.0,1,0.548891,1.450937,7
Hyderabad,Shamshabad,3.0,0.893646,0.98305,0.511208,0.372881,0.666667,0.75909,0.11398,0.0,0,0.864274,1.017241,2
Hyderabad,Shamshabad,3.0,0.918849,1.064982,0.400708,0.271186,0.424242,0.802376,0.213583,1.0,0,0.943962,0.938982,2
Hyderabad,Shamshabad,3.0,0.939962,0.699246,0.494569,0.389831,0.666667,0.772083,0.243828,1.0,1,0.636206,1.430109,6
Hyderabad,Shamshabad,3.0,0.995974,1.023435,0.683583,0.711864,0.69697,0.785925,0.194513,1.0,0,0.961809,0.977101,1
Hyderabad,Shamshabad,3.0,0.912486,0.996992,0.525712,0.881356,0.060606,0.866121,0.27171,0.5,0,0.865231,1.003016,5
Hyderabad,Shamshabad,3.0,0.915387,0.715394,0.524404,0.644068,0.333333,0.838919,0.495201,0.5,1,0.624836,1.397828,6
Hyderabad,Shamshabad,3.0,0.850447,0.963674,0.652961,0.711864,0.787879,0.6053,0.717914,1.0,0,0.939236,1.037694,2
Hyderabad,Shamshabad,3.0,0.870936,1.019987,0.542617,0.610169,0.30303,0.155942,0.949881,0.5,0,1.001465,0.980404,2
Hyderabad,Shamshabad,3.0,0.914794,1.076613,0.47215,0.440678,0.515152,0.287368,0.664504,0.5,0,1.070696,0.928838,1
Hyderabad,HITEC City,1.0,0.495655,0.789077,0.424298,0.237288,0.30303,0.532197,0.119882,0.0,0,0.705993,1.267302,2
Hyderabad,HITEC City,1.0,0.467556,0.619874,0.323036,0.237288,0.212121,0.572249,0.104688,0.0,1,0.501523,1.613228,6
Hyderabad,HITEC City,1.0,0.46549,0.735816,0.319093,0.254237,0.242424,0.418726,0.37139,1.0,0,0.652251,1.359033,3
Hyderabad,HITEC City,1.0,0.457587,0.509963,0.341243,0.305085,0.333333,0.509939,0.290885,1.0,1,0.477854,1.960922,6
Hyderabad,HITEC City,1.0,0.457588,0.49946,0.534559,0.508475,0.424242,0.505533,0.104864,1.0,1,0.438231,2.002158,7
Hyderabad,HITEC City,1.0,0.47252,0.520964,0.694973,0.661017,0.757576,0.511781,0.092999,1.0,1,0.439552,1.919515,7
Hyderabad,HITEC City,1.0,0.499144,0.4953,0.691625,0.559322,0.818182,0.266232,0.096781,0.0,1,0.385879,2.018972,6
Hyderabad,HITEC City,1.0,0.479863,0.719776,0.61358,0.474576,0.69697,0.48705,0.138774,1.0,0,0.648885,1.389319,2
Hyderabad,HITEC City,1.0,0.408738,0.485352,0.7401,0.59322,0.909091,0.383766,0.089435,1.0,1,0.40831,2.060357,7
Hyderabad,HITEC City,1.0,0.471542,0.65626,0.894149,0.79661,0.818182,0.456802,0.190339,1.0,0,0.576533,1.523784,3
Hyderabad,HITEC City,1.0,0.435745,0.759309,0.787644,1.0,0.393939,0.67118,0.22508,0.5,0,0.631816,1.316985,2
Hyderabad,HITEC City,1.0,0.444349,0.477585,0.743507,0.779661,0.393939,0.627058,0.378445,0.5,1,0.450493,2.093863,6
Hyderabad,HITEC City,1.0,0.496009,0.636609,0.826238,0.813559,0.757576,0.314917,0.659612,1.0,0,0.60224,1.570821,5
Hyderabad,HITEC City,1.0,0.466634,0.721174,0.521574,0.661017,0.363636,0.185672,0.897834,0.5,0,0.778866,1.386627,5
Hyderabad,HITEC City,1.0,0.461754,0.530276,0.483214,0.559322,0.484848,0.162736,0.664681,1.0,1,0.486714,1.885806,6
Hyderabad,HITEC City,2.0,0.502896,0.316365,0.410372,0.237288,0.30303,0.59128,0.069509,0.0,1,0.27757,3.1609,7
Hyderabad,HITEC City,2.0,0.459753,0.512014,0.321815,0.237288,0.212121,0.489799,0.059263,0.0,0,0.423251,1.953069,2
Hyderabad,HITEC City,2.0,0.492243,0.501789,0.415004,0.254237,0.242424,0.474347,0.264031,1.0,0,0.464936,1.992864,5
Hyderabad,HITEC City,2.0,0.447962,0.597139,0.323542,0.305085,0.333333,0.472986,0.252935,1.0,0,0.569215,1.67465,1
Hyderabad,HITEC City,2.0,0.459223,0.408512,0.532252,0.508475,0.424242,0.569734,0.038033,1.0,1,0.328748,2.4479,6
Hyderabad,HITEC City,2.0,0.434902,0.329732,0.747419,0.661017,0.757576,0.526594,0.098462,1.0,1,0.247776,3.032758,7
Hyderabad,HITEC City,2.0,0.485272,0.313628,0.624495,0.559322,0.818182,0.350348,0.188302,0.0,1,0.265228,3.18848,7
Hyderabad,HITEC City,2.0,0.472085,0.569987,0.562116,0.474576,0.69697,0.388466,0.211882,1.0,0,0.472774,1.754422,3
Hyderabad,HITEC City,2.0,0.473208,0.572281,0.753703,0.59322,0.909091,0.468027,0.137214,1.0,0,0.473208,1.747391,5
Hyderabad,HITEC City,2.0,0.482617,0.336676,0.985445,0.79661,0.818182,0.473958,0.203006,1.0,1,0.300549,2.970208,7
Hyderabad,HITEC City,2.0,0.492442,0.371694,0.891694,1.0,0.393939,0.641601,0.214103,0.5,1,0.327495,2.690376,7
Hyderabad,HITEC City,2.0,0.50545,0.59292,0.748501,0.779661,0.393939,0.653305,0.466918,0.5,0,0.55297,1.686565,1
Hyderabad,HITEC City,2.0,0.446959,0.560873,0.83354,0.813559,0.757576,0.395739,0.625062,1.0,0,0.527684,1.78293,3
Hyderabad,HITEC City,2.0,0.487589,0.387741,0.516103,0.661017,0.363636,0.092886,0.900742,0.5,1,0.412013,2.579038,6
Hyderabad,HITEC City,2.0,0.476103,0.367541,0.517706,0.559322,0.484848,0.093896,0.657006,1.0,1,0.353691,2.720774,6
Hyderabad,HITEC City,3.0,0.432424,0.681733,0.340336,0.237288,0.30303,0.696656,0.168937,0.0,0,0.570129,1.466848,1
Hyderabad,HITEC City,3.0,0.441223,0.84607,0.21721,0.237288,0.212121,0.440841,0.103199,0.0,0,0.737305,1.181934,1
Hyderabad,HITEC City,3.0,0.451472,0.625588,0.274595,0.254237,0.242424,0.522104,0.306151,1.0,0,0.546703,1.598495,5
Hyderabad,HITEC City,3.0,0.473934,0.528798,0.361427,0.305085,0.333333,0.522517,0.277025,1.0,0,0.481136,1.891077,5
Hyderabad,HITEC City,3.0,0.487981,0.680767,0.534219,0.508475,0.424242,0.647558,0.054076,1.0,0,0.604823,1.468929,1
Hyderabad,HITEC City,3.0,0.522027,0.721312,0.755519,0.661017,0.757576,0.548058,0.082747,1.0,0,0.626662,1.386361,1
Hyderabad,HITEC City,3.0,0.448012,0.598672,0.661359,0.559322,0.818182,0.297311,0.16419,0.0,0,0.524637,1.67036,5
Hyderabad,HITEC City,3.0,0.502015,0.581453,0.563412,0.474576,0.69697,0.402117,0.16482,1.0,0,0.488038,1.719825,3
Hyderabad,HITEC City,3.0,0.473727,0.408292,0.732512,0.59322,0.909091,0.370701,0.050774,1.0,1,0.344815,2.449219,7
Hyderabad,HITEC City,3.0,0.484616,0.696442,0.825333,0.79661,0.818182,0.516207,0.2002,1.0,0,0.591437,1.435867,1
Hyderabad,HITEC City,3.0,0.467446,0.608868,0.828594,1.0,0.393939,0.675825,0.16213,0.5,0,0.53756,1.64239,3
Hyderabad,HITEC City,3.0,0.449348,0.603563,0.663797,0.779661,0.393939,0.692691,0.395791,0.5,0,0.550448,1.656825,4
Hyderabad,HITEC City,3.0,0.497332,0.731727,0.818083,0.813559,0.757576,0.429372,0.655033,1.0,0,0.718319,1.366627,2
Hyderabad,HITEC City,3.0,0.45647,0.546771,0.543424,0.661017,0.363636,0.105571,0.901335,0.5,0,0.584513,1.828915,3
Hyderabad,HITEC City,3.0,0.498307,0.46863,0.562653,0.559322,0.484848,0.12263,0.706272,1.0,1,0.497335,2.133875,6
Hyderabad,Gachibowli,1.0,0.814566,0.448601,0.36817,0.096553,0.350803,0.758317,0.140585,0.0,1,0.31326,2.229146,7
Hyderabad,Gachibowli,1.0,0.837766,0.548404,0.397728,0.218503,0.399617,0.724432,0.169742,0.038898,0,0.548319,1.823471,2
Hyderabad,Gachibowli,1.0,0.835145,0.476377,0.299814,0.079933,0.312049,0.635889,0.171373,0.0,0,0.521534,2.099173,3
Hyderabad,Gachibowli,1.0,0.791631,0.475109,0.141815,0.0,0.301949,0.617394,0.078937,0.0,1,0.465293,2.104777,6
Hyderabad,Gachibowli,1.0,0.76785,0.414592,0.23493,0.0,0.2892,0.558518,0.005137,0.0,1,0.29631,2.412002,7
Hyderabad,Gachibowli,1.0,0.789531,0.644253,0.204131,0.103482,0.248285,0.580389,0.083068,0.048263,0,0.519808,1.552184,3
Hyderabad,Gachibowli,1.0,0.785474,0.574457,0.219578,0.111239,0.338641,0.717251,0.252561,0.959573,0,0.555126,1.740772,4
Hyderabad,Gachibowli,1.0,0.693057,0.601792,0.136151,0.132138,0.485541,0.728221,0.273262,0.972959,0,0.59376,1.661702,2
Hyderabad,Gachibowli,1.0,0.833593,0.468671,0.160106,0.135313,0.388701,0.747102,0.268928,1.0,1,0.368372,2.13369,6
Hyderabad,Gachibowli,1.0,0.733111,0.366573,0.415608,0.343786,0.511937,0.66024,0.031121,0.996746,1,0.290711,2.727961,7
Hyderabad,Gachibowli,1.0,0.734621,0.600381,0.412723,0.294986,0.528694,0.705261,0.092837,1.0,0,0.483138,1.665607,3
Hyderabad,Gachibowli,1.0,0.795916,0.454279,0.425647,0.389318,0.561452,0.694033,0.060135,1.0,0,0.516898,2.201285,5
Hyderabad,Gachibowli,1.0,0.678215,0.663771,0.647211,0.582569,0.762152,0.894416,0.194853,1.0,0,0.560704,1.506541,2
Hyderabad,Gachibowli,1.0,0.715282,0.567235,0.546994,0.468711,0.626276,0.813599,0.255985,0.971312,0,0.483347,1.762934,3
Hyderabad,Gachibowli,1.0,0.69313,0.520275,0.630288,0.522198,0.700586,0.682235,0.162142,0.959112,1,0.265797,1.922058,6
Hyderabad,Gachibowli,1.0,0.696182,0.6636,0.424863,0.300154,0.824207,0.564127,0.195032,0.074154,0,0.592937,1.506929,5
Hyderabad,Gachibowli,1.0,0.652936,0.516553,0.41943,0.383429,0.719983,0.617622,0.106866,0.011871,0,0.563821,1.935904,2
Hyderabad,Gachibowli,1.0,0.777233,0.643927,0.488625,0.374191,0.835271,0.593035,0.24113,0.0,0,0.533091,1.552968,2
Hyderabad,Gachibowli,1.0,0.748759,0.617507,0.389537,0.285422,0.783849,0.540023,0.221059,1.0,0,0.576653,1.619412,5
Hyderabad,Gachibowli,1.0,0.787816,0.658775,0.481185,0.233414,0.75754,0.500111,0.194322,0.926189,0,0.4317,1.517968,4
Hyderabad,Gachibowli,1.0,0.779768,0.550043,0.45258,0.170783,0.753179,0.532669,0.109241,0.954634,0,0.543653,1.818037,5
Hyderabad,Gachibowli,1.0,0.696269,0.647885,0.659457,0.48037,0.937918,0.583041,0.110497,0.997614,0,0.560631,1.543481,5
Hyderabad,Gachibowli,1.0,0.688023,0.563123,0.749997,0.320346,1.0,0.664268,0.178357,0.918194,0,0.583623,1.775807,2
Hyderabad,Gachibowli,1.0,0.737764,0.441146,0.681074,0.473315,1.0,0.569234,0.0617,0.969868,1,0.361765,2.266818,7
Hyderabad,Gachibowli,1.0,0.776786,0.718167,0.739922,0.685465,0.775989,0.60335,0.236784,0.970768,0,0.571005,1.392432,3
Hyderabad,Gachibowli,1.0,0.77202,0.617974,0.659603,0.66088,0.811294,0.660789,0.219687,1.0,0,0.482124,1.618189,3
Hyderabad,Gachibowli,1.0,0.811535,0.633367,0.693056,0.681747,0.787505,0.572185,0.164893,1.0,0,0.530125,1.57886,3
Hyderabad,Gachibowli,1.0,0.750295,0.588183,0.835418,0.924961,0.421147,0.615922,0.381108,0.440616,0,0.484568,1.700148,2
Hyderabad,Gachibowli,1.0,0.728567,0.34965,0.838256,0.915213,0.540686,0.637356,0.312896,0.49937,1,0.222975,2.859996,7
Hyderabad,Gachibowli,1.0,0.76797,0.547757,0.898859,0.863163,0.428369,0.509516,0.272033,0.537086,0,0.492049,1.825622,2
Hyderabad,Gachibowli,1.0,0.793069,0.718806,0.449044,0.674034,0.473029,0.688252,0.597355,0.563613,0,0.689655,1.391195,2
Hyderabad,Gachibowli,1.0,0.675432,0.485513,0.412415,0.6933,0.425189,0.781185,0.477779,0.448695,1,0.31847,2.059671,7
Hyderabad,Gachibowli,1.0,0.786405,0.399048,0.50172,0.641151,0.449159,0.718477,0.553565,0.41694,1,0.457821,2.505955,6
Hyderabad,Gachibowli,1.0,0.692356,0.639297,0.567315,0.536714,0.837845,0.591503,0.70302,1.0,0,0.655545,1.564215,5
Hyderabad,Gachibowli,1.0,0.731412,0.691155,0.637946,0.564111,0.766958,0.580162,0.669674,1.0,0,0.675884,1.446851,3
Hyderabad,Gachibowli,1.0,0.913162,0.644018,0.593346,0.641203,0.78008,0.629498,0.668184,0.944848,0,0.695664,1.552748,2
Hyderabad,Gachibowli,1.0,0.651341,0.571246,0.256264,0.359504,0.40135,0.444157,0.992118,0.517062,0,0.547035,1.750556,2
Hyderabad,Gachibowli,1.0,0.777461,0.5139,0.237882,0.381114,0.429942,0.4396,1.0,0.589054,0,0.581574,1.945901,3
Hyderabad,Gachibowli,1.0,0.777908,0.596087,0.191618,0.330655,0.429708,0.41715,1.0,0.442818,0,0.625374,1.677604,4
Hyderabad,Gachibowli,1.0,0.753156,0.500534,0.185446,0.222706,0.150611,0.409156,0.692781,0.521425,0,0.540432,1.997862,3
Hyderabad,Gachibowli,1.0,0.65075,0.41926,0.281505,0.322013,0.277582,0.41044,0.815002,0.487342,1,0.390091,2.38515,6
Hyderabad,Gachibowli,1.0,0.778961,0.579313,0.246124,0.19242,0.277158,0.372836,0.77969,0.461328,0,0.577425,1.726179,3
Hyderabad,Gachibowli,2.0,0.757414,0.627263,0.423531,0.063237,0.30334,0.554212,0.211897,0.056802,0,0.607043,1.594224,4
Hyderabad,Gachibowli,2.0,0.740129,0.540236,0.483425,0.177128,0.293741,0.687899,0.162985,0.0,0,0.553476,1.851038,5
Hyderabad,Gachibowli,2.0,0.726216,0.625406,0.423838,0.029259,0.411841,0.675149,0.025757,0.022536,0,0.529174,1.598959,3
Hyderabad,Gachibowli,2.0,0.787468,0.580567,0.16356,0.02413,0.224697,0.548932,0.092905,0.0,0,0.44242,1.722452,4
Hyderabad,Gachibowli,2.0,0.652189,0.583135,0.188618,0.0,0.25243,0.618117,0.10862,0.0,0,0.589953,1.714864,1
Hyderabad,Gachibowli,2.0,0.729203,0.361308,0.006988,0.0,0.341146,0.534164,0.114954,0.0,1,0.358943,2.767713,6
Hyderabad,Gachibowli,2.0,0.755122,0.62723,0.128711,0.071976,0.304502,0.653705,0.267869,1.0,0,0.71825,1.594309,1
Hyderabad,Gachibowli,2.0,0.835021,0.66235,0.198427,0.005298,0.280412,0.567207,0.278278,0.957973,0,0.586948,1.509773,4
Hyderabad,Gachibowli,2.0,0.683158,0.439173,0.196477,0.0,0.241014,0.598263,0.175731,0.935094,1,0.483665,2.277001,6
Hyderabad,Gachibowli,2.0,0.695337,0.608015,0.199583,0.021345,0.355975,0.651227,0.268867,0.93574,0,0.458257,1.644695,1
Hyderabad,Gachibowli,2.0,0.670471,0.713663,0.22116,0.09916,0.297804,0.712044,0.243981,0.949203,0,0.485905,1.40122,3
Hyderabad,Gachibowli,2.0,0.742733,0.495732,0.224401,0.022134,0.503268,0.68135,0.238944,0.912842,0,0.470207,2.017216,5
Hyderabad,Gachibowli,2.0,0.683375,0.536416,0.437488,0.37261,0.442623,0.614276,0.042151,1.0,0,0.526106,1.864221,5
Hyderabad,Gachibowli,2.0,0.737245,0.502936,0.572314,0.301144,0.494481,0.708281,0.119981,0.949381,0,0.456396,1.988321,5
Hyderabad,Gachibowli,2.0,0.822238,0.548138,0.540451,0.331069,0.560801,0.641156,0.174321,0.996214,0,0.467632,1.824355,3
Hyderabad,Gachibowli,2.0,0.74337,0.642957,0.672048,0.458342,0.78817,0.590363,0.114702,1.0,0,0.669553,1.555311,2
Hyderabad,Gachibowli,2.0,0.747798,0.701839,0.641167,0.473499,0.771231,0.57729,0.073616,1.0,0,0.559639,1.424826,2
Hyderabad,Gachibowli,2.0,0.741441,0.532752,0.614861,0.504834,0.791091,0.628508,0.13973,1.0,0,0.529686,1.877044,5
Hyderabad,Gachibowli,2.0,0.726475,0.602508,0.580188,0.365418,0.857192,0.569164,0.226681,0.027012,0,0.501559,1.659727,3
Hyderabad,Gachibowli,2.0,0.819095,0.669446,0.631559,0.419244,0.705616,0.503779,0.096865,0.037199,0,0.54785,1.49377,2
Hyderabad,Gachibowli,2.0,0.825955,0.677745,0.589023,0.408802,0.772285,0.531855,0.127837,0.0,0,0.68256,1.475479,4
Hyderabad,Gachibowli,2.0,0.734828,0.666075,0.436332,0.283883,0.851699,0.582688,0.196628,1.0,0,0.747962,1.501331,1
Hyderabad,Gachibowli,2.0,0.700285,0.606142,0.456013,0.228584,0.808439,0.416139,0.089696,0.995546,0,0.497065,1.649775,5
Hyderabad,Gachibowli,2.0,0.700424,0.503209,0.492634,0.241773,0.845595,0.553939,0.192859,0.983551,0,0.530245,1.987243,3
Hyderabad,Gachibowli,2.0,0.663941,0.446446,0.607811,0.493778,1.0,0.511024,0.099327,1.0,1,0.341827,2.239906,6
Hyderabad,Gachibowli,2.0,0.775823,0.478023,0.542576,0.434558,1.0,0.512256,0.157805,0.961892,1,0.395074,2.091946,6
Hyderabad,Gachibowli,2.0,0.578097,0.581125,0.662209,0.359,0.971098,0.556812,0.062229,0.97176,0,0.503383,1.720797,4
Hyderabad,Gachibowli,2.0,0.748334,0.605238,0.757926,0.64371,0.806162,0.560607,0.205876,1.0,0,0.585003,1.652239,4
Hyderabad,Gachibowli,2.0,0.741075,0.519343,0.823946,0.635387,0.827208,0.691339,0.173507,0.919092,0,0.617704,1.925507,5
Hyderabad,Gachibowli,2.0,0.604719,0.464885,0.793353,0.602846,0.742895,0.710285,0.169501,1.0,1,0.389006,2.151063,7
Hyderabad,Gachibowli,2.0,0.813937,0.477423,0.730779,0.939935,0.369866,0.608026,0.20668,0.51038,1,0.409952,2.094576,7
Hyderabad,Gachibowli,2.0,0.770732,0.625958,0.695061,0.979978,0.386553,0.644254,0.195053,0.501594,0,0.640483,1.59755,1
Hyderabad,Gachibowli,2.0,0.808632,0.648056,0.703444,0.890153,0.330445,0.619186,0.313317,0.488653,0,0.631906,1.543073,3
Hyderabad,Gachibowli,2.0,0.741476,0.618735,0.5446,0.673294,0.474651,0.769103,0.503341,0.42195,0,0.530711,1.616199,2
Hyderabad,Gachibowli,2.0,0.799753,0.663578,0.625597,0.58784,0.470859,0.738114,0.492151,0.570352,0,0.508082,1.50698,3
Hyderabad,Gachibowli,2.0,0.806001,0.588404,0.460605,0.6505,0.380965,0.707969,0.469766,0.461246,0,0.502156,1.69951,5
Hyderabad,Gachibowli,2.0,0.733015,0.52845,0.628562,0.63716,0.717294,0.407344,0.709508,1.0,0,0.573199,1.892325,5
Hyderabad,Gachibowli,2.0,0.714502,0.488441,0.730735,0.669743,0.619539,0.53819,0.631092,1.0,1,0.413856,2.047325,6
